hour,day_of_week,month,temperature,humidity,is_weekend,electricity_load
1,4,3,29.45,44.2,0,246.48
2,4,3,28.27,56.98,0,221.4
3,4,3,27.49,55.54,0,240.3
4,4,3,25.34,87.68,0,255.09
5,4,3,29.31,79.18,0,296.02
6,4,3,25.05,73.0,0,306.86
7,4,3,31.84,65.88,0,365.85
8,4,3,29.81,48.37,0,394.18
9,4,3,25.19,88.92,0,362.4
10,4,3,28.63,58.75,0,397.0
11,4,3,27.31,45.35,0,427.89
12,4,3,30.52,64.69,0,392.87
13,4,3,33.58,83.7,0,386.14
14,4,3,23.94,84.36,0,395.97
15,4,3,29.91,40.55,0,400.41
16,4,3,29.08,84.31,0,353.26
17,4,3,31.58,53.57,0,338.25
18,4,3,30.2,41.95,0,305.3
19,4,3,27.31,82.39,0,270.05
20,4,3,28.61,83.19,0,280.38
21,4,3,27.17,69.81,0,218.62
22,4,3,32.79,68.72,0,235.06
23,4,3,29.63,80.66,0,204.37
0,5,3,35.31,79.32,1,174.18
1,5,3,,84.51,1,209.38
2,5,3,27.49,67.64,1,186.72
3,5,3,25.07,88.38,1,210.73
4,5,3,24.2,89.81,1,195.34
5,5,3,24.86,45.83,1,236.43
6,5,3,30.41,82.48,1,306.15
7,5,3,31.14,64.99,1,370.47
8,5,3,24.87,59.38,1,287.64
9,5,3,32.3,70.65,1,362.43
10,5,3,28.16,42.8,1,380.25
11,5,3,30.05,65.32,1,374.4
12,5,3,34.45,83.54,1,418.11
13,5,3,32.3,50.67,1,375.01
14,5,3,28.81,61.32,1,376.69
15,5,3,26.94,86.97,1,342.61
16,5,3,23.16,61.43,1,347.28
17,5,3,27.45,57.92,1,295.99
18,5,3,28.98,62.03,1,280.41
19,5,3,26.65,65.97,1,274.66
20,5,3,29.22,71.6,1,217.48
21,5,3,29.84,80.03,1,220.27
22,5,3,28.94,62.61,1,164.29
23,5,3,27.66,80.87,1,165.8
0,6,3,30.16,66.69,1,198.05
1,6,3,30.98,56.92,1,176.05
2,6,3,26.39,72.9,1,183.47
3,6,3,33.89,,1,238.88
4,6,3,29.36,67.9,1,226.82
5,6,3,29.71,42.83,1,279.86
6,6,3,31.78,48.49,1,298.77
7,6,3,30.36,54.26,1,325.49
8,6,3,32.52,54.13,1,371.11
9,6,3,30.52,73.67,1,368.4
10,6,3,27.82,40.92,1,401.93
11,6,3,30.74,77.78,1,406.67
12,6,3,26.23,53.27,1,370.1
13,6,3,29.98,55.5,1,412.41
14,6,3,29.56,66.4,1,380.77
15,6,3,29.03,50.8,1,350.4
16,6,3,29.27,84.22,1,343.75
17,6,3,24.01,44.27,1,323.16
18,6,3,28.01,62.22,1,294.13
19,6,3,29.94,82.47,1,300.41
20,6,3,30.14,70.79,1,262.07
21,6,3,26.57,54.62,1,221.19
22,6,3,33.45,61.04,1,191.51
23,6,3,27.06,75.33,1,182.46
0,0,3,32.61,88.66,0,227.96
1,0,3,30.98,84.66,0,239.8
2,0,3,27.76,57.12,0,240.55
3,0,3,35.03,89.91,0,265.25
4,0,3,26.12,40.18,0,262.71
5,0,3,32.46,41.38,0,314.67
6,0,3,32.7,81.19,0,309.58
7,0,3,27.69,49.97,0,374.01
8,0,3,33.88,43.04,0,338.75
9,0,3,28.95,51.86,0,417.2
10,0,3,30.57,61.31,0,407.12
11,0,3,30.48,76.53,0,437.85
12,0,3,29.3,71.22,0,425.52
13,0,3,32.13,51.88,0,428.85
14,0,3,32.08,65.16,0,422.89
15,0,3,24.46,86.31,0,393.03
16,0,3,33.61,80.75,0,372.46
17,0,3,24.71,56.16,0,353.36
18,0,3,32.8,89.11,0,305.31
19,0,3,33.08,75.43,0,301.71
20,0,3,26.43,43.12,0,277.79
21,0,3,28.47,41.76,0,265.36
22,0,3,26.38,48.42,0,233.57
23,0,3,29.06,76.39,0,213.18
0,1,3,28.82,49.19,0,234.98
1,1,3,32.08,65.57,0,215.22
2,1,3,33.67,44.66,0,277.61
3,1,3,33.93,86.04,0,257.42
4,1,3,28.05,57.2,0,234.34
5,1,3,29.11,85.41,0,268.01
6,1,3,24.69,87.24,0,307.6
7,1,3,27.32,40.31,0,341.99
8,1,3,32.64,63.21,0,415.98
9,1,3,34.59,41.23,0,381.41
10,1,3,26.04,85.43,0,397.49
11,1,3,27.96,65.92,0,390.31
12,1,3,29.66,43.75,0,409.3
13,1,3,30.58,45.51,0,451.73
14,1,3,27.31,59.18,0,377.16
15,1,3,31.01,87.01,0,404.98
16,1,3,28.32,74.65,0,373.66
17,1,3,29.7,83.38,0,344.64
18,1,3,31.38,58.32,0,333.84
19,1,3,29.76,42.16,0,270.32
20,1,3,28.43,88.72,0,299.21
21,1,3,29.41,40.86,0,286.32
22,1,3,29.48,87.38,0,233.03
23,1,3,28.63,58.43,0,268.45
0,2,3,29.0,40.5,0,209.52
1,2,3,34.57,74.46,0,242.85
2,2,3,31.46,89.03,0,265.69
3,2,3,28.89,88.28,0,237.34
4,2,3,31.87,48.05,0,247.04
5,2,3,28.78,49.06,0,258.83
6,2,3,33.3,68.28,0,369.46
7,2,3,30.89,71.87,0,337.52
8,2,3,29.46,76.97,0,364.93
9,2,3,31.12,49.05,0,371.26
10,2,3,25.07,87.95,0,413.23
11,2,3,26.4,71.94,0,391.96
12,2,3,26.2,82.35,0,400.67
13,2,3,30.21,,0,423.1
14,2,3,34.98,60.71,0,397.76
15,2,3,36.47,88.86,0,403.32
16,2,3,31.69,69.11,0,402.28
17,2,3,31.28,83.34,0,357.65
18,2,3,24.38,87.66,0,308.55
19,2,3,28.15,73.77,0,293.79
20,2,3,27.42,67.45,0,255.76
21,2,3,27.92,40.18,0,284.0
22,2,3,29.27,42.0,0,215.34
23,2,3,28.36,50.04,0,223.53
0,3,3,23.88,49.3,0,206.99
1,3,3,32.06,52.74,0,248.72
2,3,3,26.59,55.25,0,246.95
3,3,3,30.53,58.0,0,249.98
4,3,3,36.04,61.03,0,290.9
5,3,3,27.05,44.94,0,293.33
6,3,3,22.22,42.12,0,255.11
7,3,3,28.96,,0,311.49
8,3,3,33.12,66.87,0,365.69
9,3,3,35.69,62.21,0,393.7
10,3,3,26.12,71.72,0,372.93
11,3,3,31.3,81.38,0,434.84
12,3,3,28.42,61.38,0,416.09
13,3,3,29.5,72.06,0,411.04
14,3,3,37.75,87.68,0,400.84
15,3,3,25.3,81.98,0,378.08
16,3,3,30.57,61.3,0,318.9
17,3,3,31.22,72.24,0,345.66
18,3,3,33.07,48.85,0,328.94
19,3,3,30.11,68.03,0,299.22
20,3,3,30.74,89.07,0,240.56
21,3,3,28.64,65.92,0,250.38
22,3,3,30.62,86.38,0,214.12
23,3,3,28.78,60.37,0,204.12
0,4,3,31.71,89.94,0,238.63
1,4,3,28.74,68.96,0,260.53
2,4,3,30.98,42.11,0,236.86
3,4,3,29.76,69.34,0,232.34
4,4,3,33.22,53.73,0,281.83
5,4,3,29.69,41.62,0,312.13
6,4,3,24.53,81.04,0,318.73
7,4,3,33.63,53.79,0,409.82
8,4,3,27.13,79.83,0,348.51
9,4,3,27.88,54.41,0,390.46
10,4,3,28.06,49.72,0,432.73
11,4,3,33.97,88.7,0,456.24
12,4,3,23.44,58.08,0,364.59
13,4,3,39.26,70.07,0,439.67
14,4,3,33.01,70.5,0,443.83
15,4,3,30.51,68.02,0,449.81
16,4,3,29.68,85.73,0,383.28
17,4,3,30.7,73.72,0,340.28
18,4,3,31.41,60.19,0,303.34
19,4,3,31.78,83.12,0,342.94
20,4,3,31.51,49.05,0,288.35
21,4,3,30.11,67.21,0,232.61
22,4,3,29.25,87.53,0,227.47
23,4,3,29.39,71.27,0,228.09
0,5,3,29.29,80.85,1,199.1
1,5,3,33.27,72.68,1,183.6
2,5,3,31.65,81.97,1,195.25
3,5,3,21.05,87.22,1,168.6
4,5,3,31.84,53.65,1,265.4
5,5,3,30.46,48.48,1,258.43
6,5,3,29.82,64.2,1,298.87
7,5,3,28.71,75.09,1,341.1
8,5,3,33.25,51.36,1,352.51
9,5,3,32.72,40.21,1,365.24
10,5,3,27.55,57.15,1,374.37
11,5,3,31.09,88.44,1,390.59
12,5,3,26.96,74.75,1,407.32
13,5,3,25.73,60.07,1,382.15
14,5,3,27.99,49.63,1,360.7
15,5,3,32.46,57.8,1,387.82
16,5,3,32.73,48.49,1,371.44
17,5,3,31.41,45.32,1,292.65
18,5,3,32.05,85.34,1,325.78
19,5,3,31.42,89.88,1,274.97
20,5,3,27.95,48.21,1,240.54
21,5,3,31.17,42.73,1,242.34
22,5,3,32.27,56.49,1,197.74
23,5,3,32.14,63.08,1,217.83
0,6,3,33.47,50.24,1,191.13
1,6,3,32.02,55.07,1,168.97
2,6,3,30.95,50.04,1,185.83
3,6,3,33.11,78.71,1,238.4
4,6,3,29.82,75.63,1,220.64
5,6,3,27.25,71.75,1,289.45
6,6,3,29.41,59.36,1,312.31
7,6,3,27.66,85.45,1,336.71
8,6,3,27.87,88.48,1,337.18
9,6,3,29.47,48.68,1,364.53
10,6,3,27.52,51.15,1,346.53
11,6,3,28.98,66.28,1,403.95
12,6,3,24.22,44.56,1,383.14
13,6,3,30.54,61.82,1,399.29
14,6,3,29.9,69.09,1,410.13
15,6,3,27.45,66.1,1,342.21
16,6,3,31.88,56.55,1,342.17
17,6,3,32.71,67.12,1,329.2
18,6,3,25.08,87.94,1,258.98
19,6,3,27.61,50.3,1,254.39
20,6,3,27.59,72.74,1,243.84
21,6,3,27.08,42.17,1,205.48
22,6,3,32.39,43.32,1,235.55
23,6,3,29.32,67.59,1,161.48
0,0,3,29.13,45.25,0,240.28
1,0,3,23.91,41.12,0,221.41
2,0,3,31.83,48.58,0,226.59
3,0,3,26.2,68.24,0,221.31
4,0,3,30.1,75.17,0,228.65
5,0,3,30.75,50.12,0,280.1
6,0,3,34.0,73.41,0,350.95
7,0,3,26.0,49.12,0,334.75
8,0,3,20.86,70.67,0,376.1
9,0,3,30.47,60.6,0,379.5
10,0,3,35.32,72.69,0,434.05
11,0,3,33.64,89.75,0,411.34
12,0,3,30.55,86.89,0,402.07
13,0,3,28.45,40.21,0,410.57
14,0,3,32.34,84.27,0,399.16
15,0,3,27.0,43.32,0,352.36
16,0,3,31.35,87.65,0,369.73
17,0,3,31.44,54.09,0,351.61
18,0,3,33.1,59.1,0,353.12
19,0,3,38.2,44.58,0,333.36
20,0,3,31.1,45.61,0,297.15
21,0,3,28.4,76.34,0,259.68
22,0,3,29.85,87.22,0,239.66
23,0,3,24.61,70.54,0,185.37
0,1,3,27.86,75.79,0,217.64
1,1,3,28.71,78.1,0,232.13
2,1,3,28.37,53.14,0,258.47
3,1,3,30.4,42.26,0,264.01
4,1,3,27.47,40.09,0,288.49
5,1,3,33.31,57.53,0,281.74
6,1,3,29.94,52.07,0,313.33
7,1,3,29.91,43.12,0,354.25
8,1,3,28.96,48.98,0,390.62
9,1,3,30.41,46.22,0,388.83
10,1,3,32.42,85.74,0,411.0
11,1,3,27.34,47.01,0,423.69
12,1,3,27.97,66.88,0,392.4
13,1,3,29.03,69.66,0,446.32
14,1,3,25.9,67.17,0,378.78
15,1,3,27.48,44.95,0,346.05
16,1,3,28.51,55.94,0,366.49
17,1,3,32.57,42.56,0,386.26
18,1,3,30.73,59.78,0,333.55
19,1,3,30.52,49.43,0,310.45
20,1,3,32.49,68.08,0,277.06
21,1,3,29.53,74.64,0,245.07
22,1,3,31.11,66.61,0,205.28
23,1,3,29.63,61.71,0,177.3
0,2,3,30.76,59.37,0,225.81
1,2,3,28.21,82.08,0,245.19
2,2,3,22.64,50.97,0,221.89
3,2,3,29.56,76.71,0,260.65
4,2,3,34.23,77.87,0,312.24
5,2,3,32.74,60.96,0,307.54
6,2,3,32.86,54.87,0,324.69
7,2,3,33.67,63.53,0,338.68
8,2,3,30.23,44.66,0,411.01
9,2,3,30.55,42.3,0,402.62
10,2,3,28.11,45.58,0,383.0
11,2,3,29.01,49.36,0,390.7
12,2,3,31.81,65.21,0,449.58
13,2,3,33.57,82.46,0,404.77
14,2,3,29.54,51.78,0,442.53
15,2,3,28.61,86.76,0,332.1
16,2,3,29.96,87.75,0,398.35
17,2,3,31.76,87.95,0,360.03
18,2,3,25.63,81.88,0,311.44
19,2,3,23.07,58.19,0,273.29
20,2,3,28.31,43.63,0,303.58
21,2,3,26.3,68.44,0,254.17
22,2,3,28.43,67.93,0,211.42
23,2,3,29.52,82.5,0,187.82
0,3,3,28.61,89.8,0,220.08
1,3,3,34.33,65.41,0,234.21
2,3,3,30.95,57.26,0,205.38
3,3,3,30.87,49.3,0,250.37
4,3,3,31.84,40.24,0,263.12
5,3,3,26.56,65.46,0,285.7
6,3,3,33.09,67.78,0,342.24
7,3,3,29.75,81.25,0,375.1
8,3,3,31.98,65.23,0,393.14
9,3,3,26.76,85.82,0,368.18
10,3,3,25.31,71.4,0,402.26
11,3,3,32.43,82.02,0,423.92
12,3,3,31.1,47.42,0,396.11
13,3,3,27.27,82.77,0,417.72
14,3,3,27.36,73.76,0,437.15
15,3,3,33.35,48.51,0,399.73
16,3,3,26.41,49.49,0,329.13
17,3,3,34.9,86.33,0,358.74
18,3,3,27.27,41.61,0,288.9
19,3,3,31.89,63.13,0,316.11
20,3,3,28.99,55.67,0,277.97
21,3,3,31.78,73.25,0,250.33
22,3,3,28.34,81.98,0,222.63
23,3,3,29.48,58.02,0,217.87
0,4,3,30.11,61.35,0,220.43
1,4,3,26.98,89.1,0,200.41
2,4,3,32.21,79.2,0,211.16
3,4,3,28.44,84.86,0,268.18
4,4,3,29.3,61.94,0,260.54
5,4,3,27.0,51.7,0,289.96
6,4,3,22.3,60.59,0,306.45
7,4,3,29.41,75.8,0,350.85
8,4,3,37.22,45.47,0,364.58
9,4,3,32.34,53.52,0,363.04
10,4,3,29.93,42.33,0,394.65
11,4,3,29.2,61.62,0,422.5
12,4,3,30.05,81.37,0,405.57
13,4,3,31.63,41.23,0,413.56
14,4,3,26.44,73.77,0,440.25
15,4,3,33.33,86.62,0,362.12
16,4,3,32.13,51.85,0,360.23
17,4,3,32.14,74.68,0,389.16
18,4,3,31.3,88.76,0,322.36
19,4,3,30.04,,0,280.11
20,4,3,32.0,51.75,0,298.38
21,4,3,31.76,45.02,0,254.79
22,4,3,28.92,47.41,0,223.74
23,4,3,28.26,75.1,0,222.91
0,5,3,30.3,76.29,1,177.58
1,5,3,34.64,73.71,1,184.66
2,5,3,26.28,56.8,1,191.81
3,5,3,25.59,48.49,1,188.04
4,5,3,30.49,69.04,1,241.43
5,5,3,30.15,64.18,1,271.57
6,5,3,30.51,76.44,1,308.34
7,5,3,30.72,62.07,1,340.25
8,5,3,29.32,56.93,1,330.19
9,5,3,34.46,54.67,1,381.85
10,5,3,25.19,50.57,1,374.43
11,5,3,27.51,53.29,1,386.92
12,5,3,29.68,44.74,1,379.62
13,5,3,25.06,57.34,1,353.69
14,5,3,29.46,41.83,1,385.3
15,5,3,34.98,49.32,1,339.02
16,5,3,30.06,77.34,1,334.78
17,5,3,30.68,56.27,1,266.52
18,5,3,26.21,73.41,1,253.8
19,5,3,28.14,75.84,1,241.93
20,5,3,28.87,69.06,1,259.1
21,5,3,29.04,87.93,1,230.65
22,5,3,33.84,41.07,1,201.91
23,5,3,31.67,76.93,1,212.16
0,6,4,26.66,87.94,1,199.41
1,6,4,30.74,83.11,1,192.04
2,6,4,31.49,48.39,1,179.44
3,6,4,33.42,56.34,1,223.68
4,6,4,34.74,48.62,1,249.89
5,6,4,26.95,70.07,1,231.85
6,6,4,27.57,75.61,1,291.25
7,6,4,26.22,55.85,1,312.04
8,6,4,29.3,66.98,1,347.14
9,6,4,31.4,74.55,1,369.78
10,6,4,32.96,61.07,1,398.6
11,6,4,29.77,82.7,1,382.43
12,6,4,29.04,78.58,1,391.63
13,6,4,30.45,43.23,1,379.77
14,6,4,27.49,71.06,1,358.64
15,6,4,36.27,51.77,1,403.14
16,6,4,25.17,67.88,1,287.06
17,6,4,30.55,87.84,1,334.8
18,6,4,36.07,83.95,1,292.76
19,6,4,30.02,60.23,1,249.16
20,6,4,29.43,54.58,1,243.8
21,6,4,28.93,51.72,1,186.81
22,6,4,29.46,66.63,1,185.72
23,6,4,34.12,45.71,1,186.72
0,0,4,23.36,67.46,0,198.98
1,0,4,34.6,40.07,0,218.83
2,0,4,25.73,56.19,0,254.74
3,0,4,29.2,51.0,0,283.23
4,0,4,28.71,88.56,0,226.34
5,0,4,31.77,76.36,0,309.42
6,0,4,25.21,57.48,0,325.19
7,0,4,31.39,44.64,0,360.21
8,0,4,36.07,65.84,0,372.02
9,0,4,25.91,50.67,0,375.6
10,0,4,30.57,66.82,0,393.06
11,0,4,28.01,81.77,0,403.22
12,0,4,31.28,70.79,0,398.99
13,0,4,30.06,71.69,0,414.44
14,0,4,28.08,67.05,0,371.74
15,0,4,31.46,86.36,0,390.37
16,0,4,35.41,86.6,0,358.56
17,0,4,29.43,65.64,0,348.59
18,0,4,32.16,55.29,0,311.81
19,0,4,26.12,62.98,0,290.23
20,0,4,27.13,49.33,0,284.46
21,0,4,31.42,71.82,0,284.62
22,0,4,34.45,65.0,0,193.97
23,0,4,31.07,45.17,0,209.39
0,1,4,29.06,49.88,0,211.59
1,1,4,30.0,63.98,0,232.61
2,1,4,26.25,84.38,0,191.01
3,1,4,31.81,68.32,0,234.18
4,1,4,32.65,74.08,0,279.22
5,1,4,28.64,56.95,0,292.42
6,1,4,28.59,68.57,0,324.02
7,1,4,30.8,62.37,0,356.75
8,1,4,28.69,72.96,0,373.49
9,1,4,29.8,42.53,0,394.09
10,1,4,36.3,64.67,0,423.46
11,1,4,29.26,54.8,0,428.03
12,1,4,28.92,56.31,0,372.52
13,1,4,28.06,88.05,0,442.62
14,1,4,32.23,49.13,0,368.09
15,1,4,29.46,55.56,0,367.77
16,1,4,28.05,65.49,0,360.59
17,1,4,33.96,,0,369.24
18,1,4,34.26,60.83,0,270.74
19,1,4,28.2,77.19,0,289.05
20,1,4,24.4,82.82,0,271.85
21,1,4,33.02,55.5,0,276.73
22,1,4,27.95,59.64,0,214.31
23,1,4,32.37,57.83,0,223.32
0,2,4,24.09,81.64,0,192.89
1,2,4,32.67,42.22,0,222.24
2,2,4,26.36,55.42,0,203.67
3,2,4,32.19,73.97,0,236.97
4,2,4,30.04,68.27,0,278.78
5,2,4,27.13,61.81,0,289.58
6,2,4,28.77,67.0,0,326.77
7,2,4,32.05,49.88,0,355.3
8,2,4,30.31,61.54,0,384.87
9,2,4,,65.09,0,412.65
10,2,4,35.92,85.06,0,386.58
11,2,4,25.3,53.04,0,387.76
12,2,4,34.85,83.39,0,427.49
13,2,4,30.31,72.21,0,416.91
14,2,4,27.3,41.02,0,386.45
15,2,4,26.0,76.23,0,398.96
16,2,4,29.43,41.78,0,408.17
17,2,4,32.76,89.87,0,356.51
18,2,4,29.61,83.63,0,320.72
19,2,4,34.53,54.87,0,322.43
20,2,4,25.64,52.87,0,221.79
21,2,4,29.96,59.07,0,249.76
22,2,4,26.24,57.81,0,243.57
23,2,4,31.09,58.62,0,213.26
0,3,4,32.65,55.91,0,202.09
1,3,4,28.73,71.06,0,216.51
2,3,4,22.18,48.21,0,212.62
3,3,4,30.59,82.3,0,232.58
4,3,4,31.3,80.62,0,315.17
5,3,4,31.2,63.82,0,287.55
6,3,4,33.7,82.64,0,306.17
7,3,4,26.78,52.36,0,335.95
8,3,4,32.03,40.88,0,393.23
9,3,4,33.57,70.96,0,399.97
10,3,4,24.65,62.9,0,402.95
11,3,4,30.95,68.36,0,401.53
12,3,4,28.48,84.97,0,445.94
13,3,4,29.74,,0,427.19
14,3,4,31.03,71.72,0,430.14
15,3,4,28.53,78.2,0,394.33
16,3,4,27.96,44.19,0,381.4
17,3,4,30.09,48.04,0,328.65
18,3,4,26.73,76.66,0,301.99
19,3,4,26.73,61.57,0,312.88
20,3,4,32.03,62.3,0,306.26
21,3,4,26.54,55.43,0,217.7
22,3,4,31.99,70.37,0,243.36
23,3,4,31.38,49.26,0,218.23
0,4,4,24.8,71.35,0,193.06
1,4,4,27.95,48.69,0,223.97
2,4,4,33.56,43.19,0,265.12
3,4,4,27.04,56.52,0,250.91
4,4,4,28.59,51.56,0,260.07
5,4,4,31.37,84.45,0,307.83
6,4,4,32.33,42.75,0,318.62
7,4,4,29.22,48.83,0,352.19
8,4,4,28.19,67.44,0,393.4
9,4,4,34.25,64.05,0,359.78
10,4,4,35.2,42.29,0,435.54
11,4,4,32.92,40.36,0,393.1
12,4,4,30.24,89.4,0,445.15
13,4,4,27.55,72.94,0,397.74
14,4,4,27.49,58.27,0,375.97
15,4,4,31.55,63.52,0,408.48
16,4,4,31.23,53.33,0,380.37
17,4,4,34.18,57.24,0,336.36
18,4,4,31.93,72.45,0,299.77
19,4,4,25.47,84.14,0,279.04
20,4,4,33.14,49.21,0,253.76
21,4,4,26.98,82.02,0,220.52
22,4,4,28.83,46.08,0,232.78
23,4,4,30.73,50.75,0,205.91
0,5,4,35.95,41.86,1,213.41
1,5,4,39.3,47.04,1,246.45
2,5,4,31.79,85.87,1,204.89
3,5,4,29.42,62.97,1,220.43
4,5,4,31.57,43.88,1,284.29
5,5,4,32.63,87.99,1,246.94
6,5,4,29.0,83.95,1,311.34
7,5,4,35.35,77.73,1,350.68
8,5,4,30.66,86.67,1,358.73
9,5,4,31.46,51.01,1,390.2
10,5,4,31.96,81.82,1,387.12
11,5,4,31.23,74.5,1,378.01
12,5,4,32.48,83.49,1,418.1
13,5,4,28.11,79.85,1,404.54
14,5,4,28.29,,1,394.44
15,5,4,26.67,78.72,1,353.27
16,5,4,31.29,53.12,1,328.89
17,5,4,32.3,56.43,1,325.47
18,5,4,31.34,45.4,1,312.19
19,5,4,34.99,86.75,1,297.08
20,5,4,29.95,54.55,1,231.28
21,5,4,31.97,66.03,1,230.53
22,5,4,26.69,59.57,1,168.95
23,5,4,28.81,88.0,1,210.12
0,6,4,32.04,56.75,1,179.43
1,6,4,32.5,78.93,1,215.36
2,6,4,29.07,82.77,1,178.08
3,6,4,29.74,61.78,1,239.26
4,6,4,25.4,58.91,1,234.93
5,6,4,28.88,77.39,1,245.69
6,6,4,32.62,85.64,1,310.38
7,6,4,31.68,77.75,1,308.27
8,6,4,31.45,51.36,1,358.62
9,6,4,30.1,84.42,1,355.48
10,6,4,29.97,59.38,1,342.11
11,6,4,27.97,68.81,1,361.87
12,6,4,32.05,81.57,1,386.51
13,6,4,31.21,49.42,1,416.99
14,6,4,31.43,79.23,1,398.19
15,6,4,28.37,69.81,1,389.12
16,6,4,23.49,84.67,1,356.8
17,6,4,33.24,48.6,1,313.29
18,6,4,28.51,61.03,1,282.52
19,6,4,27.36,81.64,1,249.3
20,6,4,32.03,40.96,1,231.65
21,6,4,28.78,45.61,1,179.4
22,6,4,33.13,89.53,1,210.93
23,6,4,31.8,54.02,1,172.2
0,0,4,31.98,88.78,0,224.27
1,0,4,25.83,49.13,0,255.31
2,0,4,33.57,58.05,0,232.13
3,0,4,30.72,77.64,0,254.98
4,0,4,28.82,72.89,0,285.19
5,0,4,30.36,69.06,0,300.63
6,0,4,24.6,66.49,0,312.36
7,0,4,31.16,82.17,0,341.53
8,0,4,26.84,51.75,0,357.47
9,0,4,25.87,62.12,0,361.2
10,0,4,25.37,47.77,0,411.94
11,0,4,33.27,69.8,0,389.94
12,0,4,28.04,52.53,0,434.53
13,0,4,34.53,56.69,0,399.85
14,0,4,28.33,63.56,0,421.67
15,0,4,24.81,41.34,0,370.66
16,0,4,26.58,44.6,0,336.82
17,0,4,33.64,74.3,0,366.57
18,0,4,29.46,61.45,0,337.24
19,0,4,28.29,83.24,0,281.08
20,0,4,30.41,74.73,0,285.44
21,0,4,31.44,40.41,0,207.18
22,0,4,33.28,70.84,0,215.2
23,0,4,34.28,44.69,0,259.95
0,1,4,28.83,79.05,0,212.61
1,1,4,25.93,89.58,0,176.0
2,1,4,28.67,66.56,0,216.1
3,1,4,30.69,74.14,0,232.55
4,1,4,27.02,51.87,0,259.23
5,1,4,,61.88,0,279.3
6,1,4,30.94,82.8,0,325.93
7,1,4,29.77,48.37,0,343.91
8,1,4,30.01,53.28,0,397.22
9,1,4,27.64,62.27,0,393.29
10,1,4,29.22,75.61,0,413.81
11,1,4,27.14,58.79,0,432.74
12,1,4,32.58,86.39,0,418.68
13,1,4,33.02,44.72,0,398.9
14,1,4,24.37,58.54,0,416.67
15,1,4,27.12,75.45,0,386.23
16,1,4,25.42,51.3,0,361.34
17,1,4,27.96,72.82,0,328.12
18,1,4,29.66,48.21,0,306.81
19,1,4,25.56,42.8,0,299.96
20,1,4,27.15,46.05,0,282.56
21,1,4,26.9,86.5,0,257.21
22,1,4,30.53,67.59,0,250.59
23,1,4,30.12,79.82,0,235.09
0,2,4,27.72,56.63,0,216.93
1,2,4,30.42,69.63,0,220.94
2,2,4,28.25,64.75,0,253.22
3,2,4,29.07,87.29,0,239.49
4,2,4,34.91,77.38,0,289.67
5,2,4,33.91,76.53,0,287.81
6,2,4,25.99,42.32,0,296.78
7,2,4,32.38,67.48,0,347.1
8,2,4,32.32,63.35,0,359.72
9,2,4,26.44,86.39,0,397.77
10,2,4,32.34,52.87,0,385.5
11,2,4,34.5,53.49,0,429.83
12,2,4,26.52,60.57,0,413.95
13,2,4,27.13,52.17,0,373.21
14,2,4,32.94,46.46,0,405.13
15,2,4,30.7,82.87,0,397.58
16,2,4,31.54,67.91,0,382.43
17,2,4,30.91,83.07,0,344.07
18,2,4,31.06,81.56,0,336.18
19,2,4,25.91,54.1,0,281.7
20,2,4,33.03,67.39,0,277.84
21,2,4,33.4,44.16,0,262.81
22,2,4,29.2,85.76,0,249.93
23,2,4,29.76,60.21,0,209.28
0,3,4,,59.68,0,198.43
1,3,4,31.4,55.14,0,213.54
2,3,4,31.58,63.03,0,230.69
3,3,4,29.67,52.59,0,277.0
4,3,4,33.23,58.74,0,289.54
5,3,4,28.86,80.0,0,268.64
6,3,4,31.55,81.71,0,311.87
7,3,4,26.8,55.21,0,345.34
8,3,4,29.79,63.45,0,351.34
9,3,4,29.34,83.69,0,374.54
10,3,4,30.54,42.63,0,434.84
11,3,4,28.75,84.46,0,401.2
12,3,4,29.47,50.96,0,437.76
13,3,4,32.34,73.93,0,447.54
14,3,4,28.55,69.13,0,388.31
15,3,4,25.04,67.65,0,360.51
16,3,4,35.11,82.97,0,377.25
17,3,4,34.0,45.08,0,334.12
18,3,4,25.98,57.35,0,312.38
19,3,4,31.93,66.91,0,294.83
20,3,4,28.35,80.56,0,273.09
21,3,4,30.65,50.82,0,278.85
22,3,4,30.74,80.15,0,251.6
23,3,4,29.16,59.98,0,231.08
0,4,4,27.48,49.45,0,174.37
1,4,4,27.76,77.95,0,226.67
2,4,4,27.08,44.54,0,260.55
3,4,4,27.33,65.74,0,182.41
4,4,4,29.63,43.19,0,282.86
5,4,4,27.68,57.82,0,285.14
6,4,4,31.88,70.05,0,307.69
7,4,4,34.29,67.81,0,372.63
8,4,4,,60.23,0,399.42
9,4,4,30.55,61.45,0,407.58
10,4,4,31.33,51.34,0,402.5
11,4,4,31.25,62.79,0,400.84
12,4,4,30.06,87.66,0,423.04
13,4,4,32.06,82.52,0,439.2
14,4,4,31.28,47.26,0,402.05
15,4,4,26.12,41.49,0,375.19
16,4,4,32.44,86.68,0,432.53
17,4,4,32.49,66.34,0,373.68
18,4,4,27.54,66.89,0,336.85
19,4,4,29.94,79.04,0,264.77
20,4,4,31.88,55.73,0,260.55
21,4,4,29.2,64.1,0,248.79
22,4,4,33.05,88.43,0,221.0
23,4,4,36.92,73.61,0,272.72
0,5,4,27.44,47.69,1,211.8
1,5,4,25.65,46.66,1,171.87
2,5,4,30.71,50.21,1,240.84
3,5,4,31.96,78.34,1,224.11
4,5,4,29.1,54.77,1,289.55
